group_number,review,service,service_sentiment,activities,activities_sentiment,cost,cost_sentiment,family,family_sentiment,food,food_sentiment,infrastructure,infra_sentiment
groupe_10,"From the animals to the activities it couldn't be more fun for a long weekend, there is always something to do and as you have to walk or cycle to almost everywhere it helps with the activity levels too!!!You can't fault the staff who are brilliant particularly encouraging to nervous youngsters. There is only only one fault the queue to get in if you arrive at the wrong time. Obviously the price is pretty prohibitive to some too particularly in school holidays, we only went because the half term holiday was different this year to most so we managed to get a cheaper price",1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
groupe_10,"It was our first time at Center Parcs.The lodge was too expensive for what it is (app. £300 per night), the lodge was outdated, stained carpets, rotten curtain rails, damaged corners, uncomfortable beds and sofas, stained toilet, scratched dinning table and chairs, 2 star hotel towels, bath tap was leaking, etc.On top these, when we arrived we have to call twice guest services to get our heating fixed as it wasn't working properly. Also, we because the toilet was dirty.We were offered £60 vouchers as compensation but anyway still doesn't change our view for what we paid.   The pool and facilities are good although they shouldn't charge for some activities like table tennis, badminton, tennis / squash courts, football, etc.Not sure if we will come back.F",1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
groupe_10,"Wonderful time, 5 days of relaxing and spending quality time with the family, lots of walks and swimming. Noticed many improvements, lodges being re vamped. The sports bar was popular with the family as many tv's showing variety of sport. Easy to find a seat, menus good for either snacks or main meals, presentation good, prices top end but quality food.",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
groupe_10,Have been here so many times and will continue to go.Great for families of all shapes and sizes. They cater for everything and great to be one with nature.I continue to go Elvedon forest as it is close to London and they update it in the right way,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
groupe_10,"From the moment we arrived at our 'new' lodge we were left so disappointed. The lodge was filthy. Coffee stains on the side, clothes from the last visitors still in the room, rubbish on floors and in bins. The rooms smelt awful as did the drains. The rooms had been slapped together with grout all over the floors and tiles. Lodge 186 for reference. Considering what you pay for this shambles it is so disproportionate to what you actually get. The small kids play areas within the restaurants are poor especially Cafe Rouge which hadn't changed since our last visit 3 years ago when it was disgusting so 3 years later you can imagine how dirty things are. It seems Center Parcs know how to pocket all the cash and make substandard 'improvements'. They certainly have a money cow for their own benefit. Thoroughly disappointed and wished I'd booked a short break abroad for the same cost!",1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0
groupe_10,"A mixed review but it gets 4 stars as I enjoyed my stay.5 adults and one child ages from 5 - 65Check in was swift for us at 11am, friends who came at 4pm had a wait due to long queues. Check in staff very friendly and informative.Accommodation: We booked a new executive lodge as we found a 3 bed for Mon - Fri and at around £500 we felt it was a good deal so booked it last year.The villa was nice, open plan kitchen / diner / lounge so everyone could be together whilst we cooked etc.Big comfy sofa, nice sized diner table, kitchen was fairly spacious and had pretty much everything we needed including a drinks cooler that was like a Tardis, (frying pans were rubbish).Patio area was ok but needed a good clean, but terrible weather so we didn't use it.We also had an outdoor sauna off the patio area which was nice, and easy to operate.We also had daily housekeeping and two dedicated parking spots just outside the lodge.3 bedrooms which were a good size, also each with ensuite, one with a hydro bath.Ensuite's made getting ready in the morning and evening easier and more private.Bad points: Radiators didn't work in several rooms cold at the top or one side, which we reported twice but nobody seemed to sort, just advised us on how to use the heating, we don't live in a cave and we do know the basics of thermostats, the rads need bleeding but we gave up in the end.Built under Fridge freezer very small, need to lose a cupboard and get a tall fridge freezer.Lodge a little tired a few fixtures and fittings worn, Bluetooth speaker in bathroom didn't work.Don't expect luxury, but a nice enough retreat where you can gather in comfort at the end of the day.Facilities:Swimming is always a number one crowd pleaser, enjoyed by all ages, we used the pool everyday.Plenty to do everyday you can never get bored but take plenty of cash most things seem to be £30 minimum.We did a few activities between us all and a lot of swimming, Segways were entertaining.You can make it as active or as relaxed as you want.Generally we eat in the lodge but did eat out twice;Hucks Bar and Grill one evening which was very nice food and excellent service.The Country Club for breakfast on the last day, nice and again good service.Both a bit pricey but it is what it is and I would recommend both based on service and quality, especially Hucks.I went to the Sports bar one night to watch the football, the place is massive with more TVs than Curry's and they had 3 live matches on....I was in heaven. Plenty of seating and what seemed to be endless amounts of pool tables, £2 a game though!!Unfortunately as with most venues on site drinks are ridiculously expensive at around £5.30 a pint on average.So with 3 pints and 3 games of pool £20 soon goes.Overall:We all really enjoyed it, we made it what we wanted and kept busy and I think reasonably cheap.Activities book up quickly so I would recommend trying to pre book what you can in advance.Take plenty of food and drink and unless money is no object limit the amount you eat out.Overall 4/5Accommodation 3/5Things to do 5/5Value for money 3/5Not sure if I mentioned cost :-)My top tips1. Keep looking for offers and you will drop on, book when you see an offer that suits, you can pay monthly.2. Take plenty of food and drink to save a few quid on meals, make pack up lunches, snacks, drinks etc to take in the pool.3. Book any activities you really want to do in advance before you go, places fill up quick.",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0
groupe_10,We have just returned from our Annual trip to Sherwood . WE stayed in the new Executive lodges built on the old golf range in a three bedroomed with a sauna and hot tub. We did have a few teething problems with the tub and the heating but this was resolved very quickly and efficiently and received wine and chocs as an apology. The standard of the lodge was amazing once again with brilliant maid service  and Wi-Fi was available all over the parc. The hot tub for us was the icing on the cake  and was used every day. Once the grounds around the villas have matured they will be better and more private but that will take time. There are a lot of new features since last year and changes to the swimming pool going ahead for next year. The new zip wire over the lake looks great fun. We are aleady planning our next visit.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
groupe_10,It was nice to return to centre parks after not being there since I was a lot younger. The facilities were all clean and I enjoyed the rapids as much as I remembered!! The only downside I thought was the price of the food considering the portion sizes were not great and the limited changing rooms they have to offer for swimming. We were waiting 20 minutes to get changed which overall took us 5. Bowling was fun in the sports bar whilst football was on and had a great time on the slides and the rubber ring rapids ,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,1.0
groupe_10,This place is over rated &amp; over priced. I had a curry at the curry restaurant &amp; it tasted like chicken in tomato sauce .  Our rooms were not very clean  &amp;  the sport center was dirty.    I will not be revisiting in a hurry ,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0
groupe_10,My partner and I took our 4 children for a new year break and it was amazing. Tiring but great fun. Lovely and clean . Only thing was the restaurants a little pricy.  Can't wait to go again. Have been at different times of the year and definitely prefer the winter months there.,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0
groupe_10,"This was not a  festive carriage Ride, it was a horse and cart with a bit of tinsel  on roof of cart I paid £24 for myself and two grandchildren, six and 15 months . It was very cold and there was no blanket provided and was on the back of cart with about 20 other people which I thought we were in a carriage with just my grandsons  the ride lasted about 20 minutes, which by this time we were freezing and bored. Time to get off and with my grandson in my arms I climbed down the steps I lost my footings and fell ,  there were no rails to hold, no help or assistant from the people who took the ride or from centre pars themselves no one came to  give first aid  , so after a minute or two i got up very upset and angry that I might of hurt my grandson. This was a very disappointing experience and by which I was unable to do any more activities for the remainder of my holiday",1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
groupe_10,"We are fairly regular visitors to Center Parcs and nearly always Elveden.  Overall we had a lovely time.  It is great around Christmas with all the decorations and I only wish my daughters were young agains as it would be magically.  Being Center Parcs of course you can soon spend a lot on activities but I think if you go in with your eyes open to that and plan a bit it's ok.  It's great to see some money being spent around the place as a few years ago it seems to be going down hill.  Some accommodations looks a bit tired now.  The staff are generally all good but like anywhere you will get the odd one who could do with a bit of coaching.  The new addition, at least since we went, of the electronic arm bands for accessing your accommodation and lockers is great.  Just a shame you only get one per room not per person as it's is a struggle with locker room.  You can get more from guest services for a small deposit.Food and drink is also generally of a good standard although I have thought for a long time it is a little over priced which is a shame as you feel you are being taking advantage of but it's good to see the prices in the Parc Market and more reasonable than they used to be several years ago.",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0
groupe_10,"On the last night of our stay the carbon monoxide alarm sounded, so I called the emergency number and security came out. They replaced the alarm and got an engineer to test that there was no CM in the lodge. I asked if there could be electrical issues as noted that all of the alarms were connected but this was dismissed. Not only did this ruin the whole nights sleep as The family now didn't get any, but we woke up in the morning to find water dripping from a fire alarm in a different room. I called guest services and explained how concerned I was and they said it would be fine and would send someone. After an hour no one had arrived so I called again and stated that I was not sure that they understood how bad it was and needed to get someone to look at it ASAP. On both occasions I made them aware that water was coming from the fire alarm. As we left the maid arrived and I explained the situation. She had said that she knew nothing of it and went in to investigate. She promptly came out and said that she had spoken to someone who told her not to go in the lodge as it was unsafe and dangerous due to the water leaking through the fire alarm. So... I would like to understand 1) why no additional checks were done during the night when the engineer came out to check the alarm 2) what are your processes in situations like that noting that the alarms are all connected to the mains power 3) why were we allowed to stay in the lodge for hours after I notified you of water dripping from the fire alarm when your staff are told that it is extremely dangerous and do not enter? I am extremely concerned and will await your response but may feel the need to escalate as the biggest issue is that we were lucky this time but others may not be!",1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
groupe_10,"We highly recommend Center Parcs . My family and I had such a relaxing holiday in the beautiful Suffolk countryside . The lodge was excellent both functionally and in terms of space for 6 people  . The layout was cleverly designed , the bedrooms are well equipped and the kitchen provides all the essentials.  The lodge is perfect for family dining , socialising with friends with the fire lit and sitting back in the comfy sofas whilst watching movies and playing games . It is lovely to see all the wildlife within the woodland area and by the lake . We particularly enjoyed relaxing in the pools and having a lot of fun in the water slides especially the rapids, using the multiple sports facilities and cycling everywhere . We will defintely return in the near future .",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_10,"This was our first trip to Center Parcs and it was just what the doctor ordered. We needed a relaxing break with enough activities to keep our toddler entertained; it ticked all the boxes.Our woodland lodge was spotless, well-equipped and in a quiet spot at the far end of Birch. Our frequent duck and squirrel-shaped visitors were brilliant for our son. The only downside was that the log burner wasn't really up to much; you have to buy the pre-prepared logs from the supermarket and it's all a bit of a damp squib and waste of money to be honest.We took plenty of food with us but did eat out at Bella Italia which was nicely decorated, the food was lovely and the staff sang happy birthday to my wife. We also used the takeaway delivery on the last night which arrived bang on time and was surprisingly competitively priced when compared to the likes of Dominos and Papa Johns.We used the pool 3 times. It's very good, I took my son on some shoots and had no problem from the lifeguards - it all seems safe and laid back. The rapids, commencing in the outside pool and arriving down back near to the main pool, are really well designed. The toddler and baby pools are good but I take the point from other reviews about the temperature! For me it was just about ok and the water in the outdoor pool is lovely and warm - but the whole thing could stand being a degree or two warmer to be more comfortable. However, the changing room situation is poor. We had to wait for quite a while each day for a cubicle when we arrived and left; the facilities are not fit for purpose.Overall we had a great time. We love going away as a family and are generally glass half full type people- but we'd come back to Center Parcs. It feels like an adventure and ditching the car at the car park adds to the escapism.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
groupe_10,"What can I say, my family are mourning an end of an era at Center Parcs because after nearly 30 years, we won't be going back to any of them.  We went for a weekend at the end of February and we were so disappointed. We had booked a 3 bedroom woodland lodge which was so small compared to previous stays in the same type of villa that there was barely room to swing a cat. But, the killer was the fact that there was a bedroom directly off the lounge which is just a ludicrous idea. The sofa was so old it was collapsing in the corner and really scruffy but, we were 6 people and with the bedroom entrance off the lounge, the usual extra chair was missing so we couldn't all sit down in the lounge! One of us had to sit on a dining chair. We all came to the conclusion that it was a 2 bed villa with a bedroom added as in the 30 years of going, that was never the format of the 3 bed villas. It was awful and the people in the lounge bedroom couldn't get to sleep if people were still up in the lounge! There are so many extra villas now that the pool can't cope with the sheer numbers. For the first time ever we had to queue for changing rooms to get in and out of the pool - every day we were there. That's never happened before and one day we queued for 25 mins. Just so sad - what used to be an annual family treat trip to CP, turned into a weekend of queues and even higher prices. Nearly £40 for 45 mins bowling, on an old and faulty alley which kept messing up and ruined our game. We did get moved but it's just the sheer shoddiness of the place now. Past its sell by date methinks.  ",1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
groupe_10,"HI,We booked Sherwood for my 40th birthday and booked our 2 springer spaniels in to for £90. We was told that our dogs were not allowed in anywhere on site while we ate or stopped for a drink. The weather was snowing and we went to the country club for some food and sat outside. We ordered 4 meals and 3 came out ready and my dads was not ready so we waited for his meal, by this time we had finished ours and was freezing whist waiting. The lodge was quite poor compared to other lodges we have stayed many times at Sherwood. The couch was plastic and poor quality. The seats was split underneath and we kept sliding of the couch, plus there was not one cushion on the couch. The decor was shabby and could see around the windows and fireplace of paintwork that needed touching up. The lodge had a dirty mop in a bucket for us to clean. I went to guest services and was not interested but said we will send someone to the lodge to examine the condition (they never came). We was told that center parcs was for children really and dogs were not catered for (however they let you pay 90.00 to bring them). We was told that our main motorway was shut on the day of departure and we raised this with guest services and was told it was not our problem, we can help you get your car out of the snow or even jump start your car if it will not start. We set off home with the two dogs and was stranded in Huddersfield and had to book a hotel for the night (with the dogs) an pay extra. We spoke to my Aunt who was worried and also is a regular visitor to Center Parcs herself and she informed us that Winfell and Longleat advised there guests not to leave the site if they could not get home safe, they was told to remain in the lodge and will get regular updates on channel 6. My overall experience was awful and restricted and ruined my 40th birthday. The questions below ask does it cater for families i have said no as my dogs are my family as i cannot have children.",1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0
groupe_10,"very popular resort with wide range of accommodation, activities reasonably priced, free pool access. various restaurants and bars etc on site but prices are quite high. (captive audience syndrome).Accommodation roomy and well equipped, comfortable beds etc. Staff helpful and pleasant, This is a flat site overall so easy walking/riding, Lots of different activities to do (at a reasonable price). Great for extended family groups to have a get together week(end) and lots of fresh air.",1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0
groupe_10,Having been to center parcs before we were anticipating a great break. On plus side the pool is big and slides are fun. Lots of activities to take part in. On the negatives the villas are dated and need maintenance and decorating. The cleaning wasnt  as good as it should be. One of the best things is the lack of cars but this weekend there were cars driving round all weekend so it didnt feel safe. The restaurants are overpriced and the shops are too. ,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0
groupe_10,So called new woodland lodge anything  but 40 inch tv only 7 channels with no guide and poor picture  quality  lodge had scruffy carpets  the whole  place looked scruffy one blocked sink loose toilet seat and smoke alarms had to be replaced black mould  along bottom of French doors overated and overpriced dpgoater,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
groupe_10,"We booked a 4 nights break, including New Year's Eve. It turned out to be an excellent choice. Subtropical Paradise swimming pool and rapids did not disappoint. Christmas-themed decorations around the village really were magical, with trickling icicles effect everywhere around the shops and restaurants. Wacky reindeer with their singing was another great touch. New Year's eve fireworks at midnight by the lake were just perfect, with nice background music creating special celebratory atmosphere. We took full advantage of cycling, swimming, bowling and badminton courts every night. Elveden parc is relatively small, so no matter where your lodge is, it is never longer than about 10 minutes walk to the centre of the village, with several shortcuts on the way. Thoroughly recommend it as a post-Christmas active getaway!",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
groupe_10,"Had a 2 night post Christmas pre new year break in new woodland lodge, well worth paying the extra. V busy with families and pre booking restaurant or dine in advised. Car park is the big pain in the process particularly in the dark. Really badly liked t and no attendant to help with chaotic traffic- one for CP to think about I suggest. Some paths closed off and unlit - also a pain and easily sorted I should think. Pool busy but kind ds lbed it and easily highlight, use of lockers using lodge wristbands was v handy although lovkers small when you have winter coats etc. Pre book activities or lose out. Indoor climbing a big hit as was 10 pin bowling. Expensive break but great treat and will go again.",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
groupe_10,"I stayed in a dog friendly accommodation at Elvendon Forest with my family, one member of which is registered disabled.Negative - on arrival it was sleet and rain, collected the wheelchair as arranged with dog on board off we went towards the village. Where was there to go with a dog out of the terrible weather? Nowhere, my family went inside to eat and get a hot drink whilst I waited outside freezing. Come on Centre Parcs, keep up, you invite your guests to arrive early but give us nowhere to go with a dog in the warm. Accommodation was good and an excellent shuttle service to help with my mother, thank you Frazer and lovely blonde lady!Good facilities :-)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
groupe_10,"We went for the week before Christmas and was great! Santa is brilliant and gorgeous entrance. Snow everywhere and singing reindeer brilliant!We brought our little dog for the first time and was worried that the lodge would be poor as was a dog friendly one but is no different to the non dog ones! Clean, spacious and perfect. The pillows are awful though and the heating is so hot as set on a programme to be on constant.Do not eat at the pancake house as sooooooo expensive and didn't even have ice cream on the stacks when they used to!!! I was shocked at paying £50 for 4 pancakes and 3 soft drinks!!!!!! We also bought a cake from the shop and was given a different one to what we ordered and hubby was allergic to banana so was sick for a whole day and night!!! We were given a basket of sweets and book for our children when complained. ",0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0
groupe_10,"My son is 8. We've been going to this wonderful place since he was 6 months old. Even though he has been around the world, this is his favourite place Please make priceless memories like we are. Thanks.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
groupe_10,"Great activities for toddlers (pony ride, baby owls, mini trek). Some restaurants were good (Bella Italia, Indian) but would definitely avoid the Foresters Inn. Terrible service. There are soft play areas in most  of the restaurants, which  is a great idea. Would go midweek, as there were quite a lot of groups without children who appeared to be roaming around drunk late and making noise, which I was surprised about. Can think of better places to go for a girls/lads weekend! Most bizarre. If you want something more peaceful and relaxing, I would choose a Forest Holiday, as the cabins are all detached and well spaced out and don't have paths where loads of people walk by looking in. Also the parking was chaotic. I don't expect to start a weekend break sat in traffic waiting to check in then sat in traffic fighting for car spaces. Overall I don't think we would book again. We have tried it and there are more relaxing places to visit, even with a kids, but that's just my preference.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
groupe_10,"Well after reading reviews and being worried about the ongoing building works it has not affected us at all whilst in our lodge. We booked quite late and therefore had a lodge Hythe country club and a very good walk from the village centre what was a pleasant surprise was the car park at this end so we did not have to walk all the way back from the main car park. We booked an executive lodge and was not disappointed at all, clean tidy and everything u needed. Upon entering the first day we was greeted with geese knocking on the French doors with their beaks, thankfully thinking ahead I had brought some bird seed and after putting some out within minutes had geese, ducks, rabbits and squirrels on the patio our little girl wad completely mesmerized! When looking at activities my only negative was there is little to do with babies ours being just shy of 1 years old. We booked the fun pots with tots which was thoroughly enjoyed and Sam who helped us was absolutely lovely going out of her way to help with foot prints. We did find out that she could have gone to mucky pups as the ages stated was a guideline so was upset we had missed out on this. My only issue with the play areas is there was very little for babies and some swings added to the playground would be great to entertain little ones as well as some of the spring animals. The jardin de sport play area was the best for under 2's in my opinion but very small.We ate at the sports bar twice and on both occasions the staff were lovely making sure my daughter's allergies were catered for. The menus really help with this as detail what she can have without me having to ask or check online. We went to the pool twice on the first occasion we struggled to get a changing room and it is clear that there are issues with the locks working as u enter on one side and leave on the other. We was surprised about the temperature in there as it is described as sub tropical being 29.5 degrees well it definitely wasn't and we managed about 30 minutes before our daughter was shivering and her lips were blue. There is major refurbishment of the pool and it is definitely needed the baby and toddler area is tired, dated and dirty. There was water aids available so u do not need to take swim jacket altho our little one is small and therefore they were no good. The changing rooms can also be very cold and with a baby not ideal. I'm hoping all these issues will be resolved in the refurb. What u can t beat is the nature and the amount of geese, ducks , birds, rabbits and squirrels about which was great and we thoroughly loved the nature centre watching the birds etc. Would we come back? Probably not until all the refurb works completed but will hopefully be visiting a different one in the mean time.   ",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
groupe_10,"Girlie weekend away which turned into a Hen weekend (as since booking, nearly one year ago, one of our friends had decided to get married).  Excellent lodge near lake, country club and the village.  Very clean with good sheets and towels.  However the lodges are now feeling a bit tired and could do with a bit of a spruce up with decorating, new sofas etc. Some of us visited the Spa which was very clean and so relaxing. On the saturday we had a problem with the dishwasher, as we went out we contacted guest seervices and told them, when we returned a new one had been fitted. Excellent service.Saturday evening we visited the Indian Restaurant, Rajinda Pradesh, excellent value 3 courses plus a drink for less than £24 each.One of the reviews mentioned that you have TO MOVE YOUR CAR back to the car park, but this is the idea of the  park to keep it quiet, tranquil and traffic free, NO PROBLEM!!  Overall a very enjoyable stay and we will be back!!",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0
groupe_10,"This was a family trip,we booked two villas and was disappointed to find we were no where near each other unless we was prepared to pay extra which I thought was a rip off as the cost of the villas were enough !! Thats the downside, the plus side was the villa was well equipped,clean ,just a little tired,the squirrels birds and ducks were a delight for our five year old grand daughter,we loved the swimming, walks and cycling,we found the drinks and food pricey but wasn't surprised,overall we had a fab time and would definitely return !,",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0
groupe_10,"Just back from a New Year break at Elveden Center Parcs staying in a Tree House as a 21st and 18th birthday treat for our sons.  We all love Center Parcs and have been many times, however we were disappointed by the lack of information provided before our stay and missed out on a couple of Tree House privileges as a result. The 'dedicated Tree House host' was only there on the day we arrived and we were told there were no Tree House hosts on site over the New Year period so the website is misleading.  You actually get Guest Services Manager if you call your Tree House host.  Very peaceful location but the 'views' referred to on the website are marred by barbed wire at the top of the perimeter fence which is quite nearby as the Tree Houses are at the very edge of the park.  That said, the actual Tree House was amazing and we did receive gift vouchers during our stay when we raised our concerns.  All in all a great stay but this accommodation is overpriced and in my opinion not worth the thousands of pounds spent.",1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0
groupe_10,"Always great at Centre Parcs so much to do for the kids and adults. Friendly staff and great restaurants.We come back to Elveden every year for Christmas, they make it very special for the children with Santa and the reindeer's.Boxing night fire works we're excellent even with the rain.",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
groupe_10,"We as a family of 4, mum dad, 5 year old and a 2 year old stayed over the Christmas period 22nd December-27th. I had read some reviews on here and was a little apprehensive regarding the cleanliness of the accommodation having never been before. We didn't have anything to worry about. From the checking in which we did in the car... under fake Snow blowing with a very jovial elf, to hiring bikes, to the horse and carriage ride through the park, to the swimming pool complex.  Everything was well thought out, clean, festive and fun. Yes it is expensive to stay over Christmas but definitely worth it ...in our opinion.  The children loved it, which meant we loved it.",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
groupe_10,"Another short break at Elveden Center Parcs, this time for the New Year weekend. Loads of things to do, adventure activities, sports, creative pursuits, health and beauty treatments and relaxation. It can a bit a bit on the pricey side if you include lots of activities etc. or make it cheaper by enjoying the forest by walking or cycling (take your own cycles, rather than hire) going swimming (included in the price) and doing your own catering.  Staff are really helpful and happy to make your stay as enjoyable as possible.  Villa comfortable, warm and has good facilities and equipment.",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
groupe_10,"Very expensive holiday and then you also have to pay top wack for any food etc (even their takeaways are £17+ per head) on top, so not really sure why accommodation is so costly.That said they are spending an awful lot of money at the moment upgrading roads and building new accommodation.It would be nice if the Executive lodges had upgrades of equipment rather than just more room, even king size beds and blackout blinds would be a start as the beds are std doubles and curtains are see through virtually.The kids enjoyed themselves though which is what it is all about really as there are tonnes of things to do (all at a price obviously, apart from swimming).Would not recommend Cafe Rouge though as food was not good (fried camembert parcels without the camembert in 2 out of 3, chewy £22 steaks, a £15 chicken salad my daughter could not eat....).And to top it off the service was terrible, it took nearly 1.5hrs to get main course so we had to skip dessert as had something else booked afterwards.",1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0
groupe_10,"Stayed at elveden over xmas and the place looked beautiful with all the lights and xmas things, the staff could not do enough for you. We stayed in the self catering apartment in the hotel which was amazing, over looking the golf course it was so quite you could have heard a pin drop, just a short walk from the aqua sana and the foresters country club, the sub tropical swimming dome and village square was about a 12 minute walk, we had xmas dinner at the bella italia restaurant a little expensive but it was lovely and yet again the staff could not do enough for you, a big thank you to oliver our waiter his service was second to none. Also eat at cafe rouge on boxing night ( steak night Tuesday) yet again the staff were brill, Chris the manager was exceptional he took time to chat with us to make sure that we were having a good time and that everything was cooked to our liking ( a real nice man ) ride safe chris. If i had to say anything negative about our stay it would be that the sub tropical swimming dome is starting to look its age, the locker/ changing rooms could do with a little tlc. This was our second visit to centre parcs in 2017 the first being in jan at woburn where i think we were spoilt because of its newness. We have already booked to go to woburn in jan 2019 again in the hotel.",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
groupe_10,I know they can't  control the weather but be aware if it's really bad and they cancel outside activities then the pool will be so overcrowded you may not be able to use it. The onsite spas are £42 p.o. for a 3 hour slot. Disgraceful price.,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
groupe_10,We had a lovely weekend at Centre Parcs but we were lucky with having beautiful sunny dry weather and were able to take advantage of the free outdoor activities. I imagine that our enjoyment would have been spoilt completely if there had been bad weather since the only included indoor activities seemed to be the skimming and slides and everything else was very expensive considering how much we had already paid for the weekend.Unless you have been lucky to get accommodation near to the 'village' you will need bikes to get around too and from your rooms. If you haven't brought your own bikes you can hire them but the cost is far too expensive band not least because they are the kind of bike that you would be able to buy cheaply in a supermarket somewhere and not not high quality or good to ride.The accomodation was okay and the bedrooms and bathrooms at least seemed to be relatively recently refurbished but overall the rest of the lodge looked like it needed a mild refresh with new paint etc again considering it was one of the higher priced rooms.The pool was good and we enjoyed it but was smaller than we imagined and if not for the good weather would probably have been far too busy.Good restaurants and the shop is well stocked but all are premium prices.I would try a newer Centre Parcs for another visit but could also repeat part of the experience by standing upside down and shaking all of the money out of my pockets.But as I said overall we enjoyed it but with some caveats such as a seriously depleted bank account.,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0
