"Mainextract_Commentaire","Mainextract_Date"
"après plus de 2h au telephone à 0.25 cts la minutes cottage réservé dans un autre nom avec ma carte bancaire par l'hôtesse au téléphone (dedommagement 50€ à valoir sur un prochain sejour), nous sommes arrivés dans un cottage vip pas du tout à la...Plus","Date du séjour : mai 2018"
"Pour des vacances détendues, sportives, en famille. Chacun y trouve ce qu'il aime et à son rythme. Confort et grand espace de vie à l'intérieur des cottages, possibilité de réaliser des repas chaleureux en famille autour de la grande table ou bien de les prendre...Plus","Date du séjour : mai 2018"
"du vrai repos et des activités faites pour tout le monde , un vrai plaisir de se retrouver en pleine nature beaucooup d'activité au sein du parc , des moyens de locomotion pour tout le monde allez y sans hésiter cottage VIP parfait","Date du séjour : mai 2018"
"Nous revenons d une semaine passé a center parc bois franc et je vous avoue être très déçue après 5h de route nous arrivons sur le domaine 45 min pour récupérer notre clé, arrivés a la pagode soi disabt nouveau design... déception terrasse non entretenue...Plus","Date du séjour : mai 2018"
"Prix exorbitant pour le séjour et tout est payant sur place et très cher. Perte de 2 jours car remise des clefs à 15h (et pas 15mn avant) et dépôt a 10h donc pour les petits qui font la sieste vraiment insupportable...pas de volets aux...Plus","Date du séjour : mai 2018"
"Séjour très sympa en 4jours 3nuits cottage 967 propre avec terrasse meubles de jardin et canards. Intérieur propre et fonctionnel. Aquamondo très agréable, les jaccuzi pourraient être plus chaud mais cela ne nous a pas empêcher de nous amuser, malgré la fréquentation à aucun moment...Plus","Date du séjour : mai 2018"
"J’avais lu quelques avis très négatifs avant d’aller à ce Center Parc et nous nous attendions donc à être déçus ! Alors oui le cottage 1ère catégorie est vieillot mais tout est fonctionnel et propre ! Pour quelques nuits on peut oublier la déco !...Plus","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"Notre 5 ème fois a center Parc mais ça sera la dernière. Centre aquatique vieillissant avec trop de fermeture. Espace enfant mal entretenu, à la limite du dangereux.. Toboggan n ouvrant qu'à 10h alors que justement entre 9 h et 10 h... Il y a...Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"petit séjour à Center parc du 14 au 18 mai , cottage 708 de 6 personnes propre a l arrivé avec vue sur le lac .magnifique !!! petit bémol sur les travaux du parc qui denaturalise le côté zen de Center parc . il y...Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"séjour agréable mais coin extérieur pas nettoyé. C'est bien dommage, nous n'avons pas pu mangé à l'extérieur car la table de jardin et les chaises étaient très sales (colle des pins + chenilles). Sans compter, les toiles d'araignées sur l'encadrement du bungalow. En revanche, l'intérieur...Plus","Date du séjour : mai 2018"
"Séjour agréable, aquamondo génial, le restaurant excellent, les activités top même si certaines restent cher. Petits bémols :aprés 7h de route nous avions payé pour avoir les lits faits, nous avons du nous rendre à l'accueil car cela n'était pas fait . Le cottage n'était...Plus","Date du séjour : mai 2018"
"Séjour de deux nuits, l’entretien extérieur laisse à désirer.. nous avons louer un cottage nouveau design niveau propreté ménage des choses à revoir.... grosse surprise le matin pour déjeuner en ouvrant le micro onde il rester une assiette avec des haricots verts 😰 le ménage...Plus","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"Je suis partie avec des amis au center parc des bois francs, nous sommes arrivés dans le cottage, nous avons remarqué que la propreté n’était pas correct du tout (retrouvé plein d’araignées dans les chambres et même dans les lits) et en plus de ça...Plus","Date du séjour : mai 2018"
"On aurait dû être informé des travaux important de rénovation dans le parc , même si je comprend qu'il faille rénover les cottages après 30 ans. La vétusté du parc est notoire... mais le personnel reste très sympa...","Date du séjour : mai 2018"
"le cottage confort Eden attention bcp trop vieux au niveaux mobilier et équipement, les radiateurs se coupent donc plus de chauffage à partir de 18h question propreté cela laisse a désirer Niveau rapport qualité prix cela ne vaut pas se qu'on a payer pour moi...Plus","Date du séjour : mai 2018"
"Bon cottage reposant, calme, verdoyant, reposant, agréable, Activités adaptées aux familles avec petits enfants, mais attention pas adapté aux ados ! Décevant à divers niveaux : équipements vieillissants, aquamundo bondé, globalement séjour trop cher car on doit toujours payer en plus pour chaque activité, et...Plus","Date du séjour : mai 2018"
"Manque de signalisation dans les allées du parc Restauration manque en qualité surtout le self Mobilier de jardin sur terrasse trop sale pour s'en servir Sortie de la piscine les activités sont couteuses à 5 en plus d'une longue attente pour les inscriptions wifi payante,...Plus","Date du séjour : mai 2018"
"Bien pour les enfants ennuyeux pour les parents . Le logement spacieux et bien équipé ( lave vaisselle ne fonctionnait pas ) mais un peu vieillot apparement les logements sont en rénovations car la moitié d'entre eux sont en travaux d'ailleurs pas très agréable de...Plus","Date du séjour : mai 2018"
"Papa seul avec deux petits enfants Nous on y va pour faire du vélo et de la piscine avec les enfants essentiellement, sur 3j et 2 nuits, c'est très bien. c'est sécurisé pour les enfants, les petits se fatigue vite, un plus pour se reposer...Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"Un très bon séjour avec un personnel très sympathique et serviable. Un seul bémol la propreté du cottage et des traces de vétusté. L'entretien de la nature autour du cottage. Par contre des activités très sympas permettant de passer du bon temps. Le bowling serait...Plus","Date du séjour : mai 2018"
"Très bon séjour en famille très agréable pour se promener en vélo le parc très propre beaucoup activités à faire le personnel très à écoute quoi aquatique très agréable pour grands et petits même ma famille a adoré je vous le conseille le séjour Center...Plus","Date du séjour : mai 2018"
"Nous avons réservé un court séjour dans ce Center Parcs et seulement après nous avons regardé les avis... J'ai eu plus que peur entre les cafards et les problèmes de propreté, mais pas le choix nous avions réservé. Dès l'arrivée, c'était très bien et très...Plus","Date du séjour : mai 2018"
"Logement daté - trop d'activités payantes - pas assez de jeux pour les enfants - Rapport qualité/prix moyen, le coût serait moins élevé nous aurions pu comprendre et supporter l'état du logement abimé.","Date du séjour : mai 2018"
"Cottage et piscine vieillissante mais concept center parc toujours agréable! De plus en plus de voitures malheureusement....Et activités très bien mais pas données Cadre a l'intérieur et autour du parc très agréable","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"J'ai acheter ce séjour sur une offre promotionnelle sur le site en question. Offre promotionnelle ne signifie pas service allégé. Douche qui ne fonctionne pas, baie vitrée qui ne se ferme pas à clefs, chaise de la terrasse cassée, néon de la salle de bains...Plus","Date du séjour : mai 2018"
"550 euros pour deux nuits en réservation VIP ... à quoi vous atendez vous ? Du calme, de l'espace, de la propreté et du service .. Ce parc est vieillissant, les infrastructures ne sucitent pas l'envie de consommer ... Les activités proposées sont classiques et...Plus","Date du séjour : mai 2018"
"Séjour très agréable, dépaysant, avec nos enfants et nos petits enfants. Piscine relaxante et très bien pour les enfants. Voiturette très utile aussi et pratique quand on a des bébés et personne âgée.","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"nous venons de passer la journée a center parc. C'est sympa ça change et c'est dépaysant. Je ne connaissais pas et je m'étais imaginé le parc. On a plutôt était très surpris par le manque d'entretien c'est incroyable. En vu d'ensemble ça paraît bien mais...Plus","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"Center parc est un lieu agréable et reposant pour y passer3 /4 jours maximum, après on a vite fait le tour des activités gratuites. La nature environnante est agréable et apaisante, nous avions vue sur l'étang, c'était sympa ! Notra cottage était propre, bien entretenu,...Plus","Date du séjour : mai 2018"
"Que dire de bien ? La piscine, les canards, les vélos sont bien entetenus Que dire de negatif ? Le cottage (moquette immonde à l'entrée, le lave vaisselle aurait eu besoin d'un grand nettoyage, l'eau chaude était longue à venir et peu de pression,le frigo...Plus","Date du séjour : mai 2018"
"Nous avions déjà testé Center Parcs sur 4 jours en Cottage. Mon avis est d'ailleurs dans la liste des commentaires, j'en garde un très bon souvenir ! Nous avons voulu y retourner mais faute de jours de congés (et de sous lol), nous avons opté...Plus","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"Nous connaissions déjà le parc et n'avons pas été decu, cependant l'ensemble est vieillissant et les espaces verts mal entretenu pour cette saison. Mis à part ces points nous nous sommes éclaté avec toute la famille et les enfants ont vraiment passé une super séjour.","Date du séjour : mai 2018"
"J’avais beaucoup d’appréhension après avoir lu les avis suite seulement à ma réservation... j’ai en fait été agréablement surpris. Cottage correct et silencieux, personnel souriant, gentil et serviable. Piscine très bien, beaucoup de monde bien sur, mais tout en fonctionnement, enfants très content. Alors c’est...Plus","Date du séjour : mai 2018"
"4 eme ou 5 eme visite mais quelle déception cette fois on ne peut pas se reposer le bruit des travaux 8 heure 19 heure sauf dimanche et jour férié !!! la propreté des piscine de l aqua mondo plus que douteuse le personnelle pas...Plus","Date du séjour : mai 2018"
"Nous avons séjourné dans un joli cottage vip bien aménagé et propre. Un canard nous a tenu compagnie sur la terrasse pour le plus grand plaisir de mon fils. Quand au complexe aquatique, tout était ouvert, l'eau était chaude mais toutes les portes donnant sur...Plus","Date du séjour : mai 2018"
"Nous avons séjourné dans un joli cottage vip bien aménagé et propre. Un canard nous a tenu compagnie sur la terrasse pour le plus grand plaisir de mon fils. Quand au complexe aquatique, tout était ouvert, l'eau était chaude mais toutes les portes donnant sur...Plus","Date du séjour : mai 2018"
"Notre cottage était vieillissant mais il restait confortable. Le prix est excessif par rapport à la prestation. Nous avons quand même passé un excellent moment. Nous avons profité de la piscine. 2 toboggans étaient fermés. Les activités pour les enfants sont très bien. Une déconnexion...Plus","Date du séjour : mai 2018"
"Déçus du début à la fin ! Nous sommes arrivés à Center parcs le jeudi 3 mai 2018 pour un séjour de 6 jours. A l’accueil on nous a remis les clefs de notre chambre d’hôtel, arrivés à l’hôtel, nous avons vu que la clef...Plus","Date du séjour : mai 2018"
"Nous avons passé 4 jours dans un cottage VIP nouveau design (plus récent et donc plus cher) du 5 au 8 avril 2018. Le dernier soir en marchant sur la terrasse, une latte de bois a cédé sous mes pieds avec un trou de 15...Plus","Date du séjour : mai 2018"
"Je vais essayer d'être très objective. Ce séjour était pour mon fils il souhaitait découvrir, moi je savais que ce genre d'endroit n'est absolument pas pour moi. C'est horriblement onéreux . Tout est payant , nous le savons par avance. Les cottages sont plus que...Plus","Date du séjour : mai 2018"
"Long week end relaxant. Ideal pour les enfants. Le cadre dans les bois est agréable, c'est assez dépaysan. Par contre l'hotel est vieillot, une fuite d'eau dans ma fenêtre et du mobilier vieillot. Le service d'entretien est très limité. prestations pas au niveau de mes...Plus","Date du séjour : mai 2018"
"Nous avons passé un agréable séjour dans un cadre relaxant. Du côté aqua moundo certe il est vieillissant mais les enfants ce sont bien amusés. La température de l'eau était top et le beau était au rendez vous. Côté logement nous avions un cottage Premium...Plus","Date du séjour : mai 2018"
"Je crois que c'est la 4eme fois qu'on vient sur ce parc. J'ai mis moyen à cause d'une mauvaise gestion. C'est dommage. Arrivés vendredi. Notre baignoire se bouche. On démarre une douche et ça fini la baignoire remplie. Également soucis avec une étagère qui tombe....Plus","Date du séjour : mai 2018"
"Une bonne coupure en pleine nature que nous allons essayer de reprogrammer d'ici 24 à 36 36 mois. Dommage quand même que certains bassins à l'Aqua Mundo étaient fermés pendant notre séjour et il serait intéressant d'ajouter au moins 2 autres restaurants.","Date du séjour : mai 2018"
"Nous sommes des clients réguliers, on voit qu'il y a des efforts pour améliorer la prestation, cependant le centre aquatique vieillit un peu et l'équipe d'encadrement dans l'Aqua mundo nous a semblé moins au top que les années précédentes","Date du séjour : mai 2018"
"Globalement les cottages vieillots mal entretenus avec des bêtes.terrasses non nettoyées,petites fermes très moyen . Aqua mondo avec peu de toboggans à sensation, rivière sauvage très moyenne casiers vétustes avec les bracelets cassés .pas adaptés aux familles qui veulent s’éclater dans les toboggans !!!Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"Plus","Date du séjour : mai 2018"
"","Date du séjour : mai 2018"
"En famille nous avons décidé de louer un cottage VIP sans savoir que cela voulait dire VIens Pas Concernant le cottage VIP LAVE VAISSELLE OUT BAIGNOIRE BALNÉO OUT PAS DE HOUSSE DE MATELAS MOYEN NIVEAU HYGIÈNE UNE FENÊTRE OUVRAIT JUSTE EN LA POUSSANT DE L'EXTÉRIEUR...Plus","Date du séjour : mai 2018"
"Nous rentrons d un séjour à center parcs les bois francs et nous sommes déçus. L hotel est vieillissant mais les chambres sont correctes. Par contre c esg surchauffé. Obligé de dormir la fenêtre ouverte. Le chauffage au sol nous brûlait les pieds dans la...Plus","Date du séjour : mai 2018"
"nous revenons de center parc les bois francs , le cottage confort 6 personnes vieillissant seul bémol sur le cottage dans la cuisine de la sciure de bois qui tombe tout le temps sur plan travail ect ... je suis allée à la réception du...Plus","Date du séjour : mai 2018"
"Nous avons été un peu déranger par les travaux. Mais dans l'ensemble c'était bien et reposant, le réveil par les oiseaux était très agréable. Très belle Propriété, mes petits enfants était ravis et on apprécié la piscine belle prestation. On sait beaucoup amusez avec les...Plus","Date du séjour : mai 2018"
"Je trouve ça lamentable pour le prix qu'on paye la qualité du parc aqua mundo. Des toboggans fermés, des jaccuzzis fermés, des très faible courant et un entretien des vestiaires à désirer! Et on paie toujours un prix exorbitant pour une qualité mediocre !Plus","Date du séjour : mai 2018"
"Plus","Date du séjour : avril 2018"
"Lorsque vous partez à Center parcs avec vos enfants, vous savez une chose : ils rêvent de profiter à fond des nombreux tobbogans mis en valeurs par le services marketing du centre ! Et bien...non ! 3 beaux toboggans vous nargueront pendant 3 jours !...Plus","Date du séjour : avril 2018"
"Entretien de l'aquarium mundo catastrophique. Ouvert en 1988, la rouille et les peintures écaillées se battent en duel au milieu des nombreuses cabines et casiers hors service.... Notre cottage VIP avait une odeur de pourriture (oiseau mort dans la cheminée?), il manquait une plinthe, télécommande...Plus","Date du séjour : avril 2018"
"EN travaux actuellement , peu d'infrastructures potable , peu de personnel donc horriblement sales, nous avons changer 3 fois de cottages avant de trouver un cottage a peu prés propres. en 2020 ce sera sans doute mieux mais évitez en ce moment sachant que les...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"On a passé 3 nuits dans un logement de type pagode premium une déco sobre et sans chichi , appartement très fonctionnel et bien chauffé (malgré les problèmes d'isolation, on n'a pas eu froid. Mais je pense que center parcs, pourra faire bcp d'économie si...Plus","Date du séjour : mars 2018"
"Visite à la journée à 6 personnes 210 euros pour acceder à l' Aqua Mundo... 6 toboggans fermés toute la journée, rivière sauvage fermée 3/4 d'heure , bassin chaud fermé 30 min ! il ne este que la piscine centrale, 2 toboggans et l'arbre à...Plus","Date du séjour : mars 2018"
"","Date du séjour : mars 2018"
"séjour trés agréable, détente et amusement à l'aqua mundo. Soin très agréable au deep spa; Restaurant aux menus divers et variées. Parcours de l aventure répondant au attentes des enfants prix raisonnables","Date du séjour : mars 2018"
"On se faisait une joie d'y retourner mais cela fut une douche froide ! Mauvais souvenir du cottage 505 : - La chaudière qui ne fait pas d'eau chaude le premier jour et l'intervention d'un technicien qui vous démontre que cela fonctionne mais dès que...Plus","Date du séjour : mars 2018"
"Nous avons réservé un cottage pagode pour 4 personnes (2 chambres). Nous étions dans le cottage 824, il y a que des cottage en bois individuel avec terrasse et jardin sans vis à vis avec une baie vitrée dans toit le salon ! Ce qui...Plus","Date du séjour : avril 2018"
"Travaux de rénovation des cotage négligé tracé de peinture, entretien et maintenance inexistant siphon bouché remontée d odeurs ampoule absentes, sèche cheveux hs, bain à remous hs, chauffages hs, soirées se terminés à 11h00 un peut juste dans le cadre des vacances, le tout pour...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Le cadre est plutôt sympa et les enfants s'amusent bien. Par contre, les infrastructures sont vieillissantes surtout celles de la piscine et sont souvent fermées car il n'y pas assez de personnel, notamment pendant les pauses déjeuner... et ce n'est pas très propre au niveau...Plus","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"Déçu par notre séjour, nous avons déjà fait d'autre center parc la c'est vieux,l'aqua mundo est petit, les piscines froides, carrelage abîmé les toboggans toujours fermés (ils y en à que 4 et ils sont pas haut) rivière sauvage qui avance pas, pas assez de...Plus","Date du séjour : avril 2018"
"Center parcs est un endroit magnifique, reposant, familial, les animations proposées sont intéressantes. Les cottages sont des petites maisons avec terrasse, confortables, on y est tranquille, petits barbecues en famille. On déconnecte de tout.","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"tres bonne semaine ,prix eleves au niveau des commerces ,tres bon restaurants aquick personnel pas agreable ,dans le cottage bof plain d'insecte ,le chaffage se coupe en plein de nuit l'eau chaude a du mal a prendre bon ensemble general","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"Superbe semaine en famille dépaysant, reposant, ressourçant Tout est sur place à des prix abordables. Activités pour enfants variées et très bien Parkings pratiques Personnes agréables et bien accce Au top!Plus","Date du séjour : avril 2018"
"Tres bon sejour nous avons passer un tres bon moment, sa nous a permis de decompresser et depasser du temps en famille. Les enfants comme nous avons beaucoup aime les piscines, les tobogans et l'arbre a eau.Plus","Date du séjour : avril 2018"
"Bonjour un avis sur center parc c’est la 4ieme fois que nous venons mais c’est de pire en pire, ménage très très mal fait ( vaisselles cassée et verre cassé sous les meubles), très difficile de circuler dans le parc et de s’y retrouver avec...Plus","Date du séjour : avril 2018"
"Business is business. Ainsi pourrai se resumer la strategie du groupe Pierre et Vacances. Certes le groupe semble engager de gros travaux dans les cottages mais dans un savant melnge d ouvriers et de vacanciers, d enfant en velo et de camions... Malgré cela les...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : février 2018"
"Plus","Date du séjour : février 2018"
"Plus","Date du séjour : février 2018"
"toujours aussi reposant d'aller passer un week end à center parcs entre amis/famille dommage que les jaccuzi ne fonctionnaient pas...beaucoup de travaux en cours de réalistion mais pas génant du tout niveau bruit.","Date du séjour : février 2018"
"Malgré la neige nous avons passé deux jours exceptionnels, froids extérieur et chauds dans la bulle et surtout le confort dans l’appartement avec un petit feu de cheminée, pour conclure MAGNIFIQUE ! Merci","Date du séjour : février 2018"
"27 ans que nous allons à CenterParcs cette fois ci du à un emploi chargé, on a pu casser 3 jours de dernière minute sans le choix à l’hôtel Quelle découverte, on a fait un retour vers le passé style chambre d’hôtel Hercule Poirot, à...Plus","Date du séjour : février 2018"
"Après plusieurs séjours dans le passé, je reviens très déçue de ce séjour : personnel de l'accueil / sécurité méprisant, mobilier du cottage d'un autre âge, terrasse et mobiliers de jardin inutilisables à cause des couches de crasse et quasiment tous les jeux pour enfants...Plus","Date du séjour : février 2018"
"Endroit tres agreable , piscine et balneo tres plaisant et divertissant ,personel tres accueillant .l endroit ideal pour un sejour reposant en couple .cadre tres agreable je conseille tres fortement center parc les bois francs vacances reussi a coup sure !","Date du séjour : février 2018"
"Plus","Date du séjour : février 2018"
"cadre et endroit sympa silencieux car pas de voiture et sa sais super . NOUS AVONS PASSE UN BON WEEK END .TOUTE LA FAMILLE A ADOREE A REFAIRE; le cottage était bien agréable ;le parc aquatique également . PRIX ATRACTIF .Plus","Date du séjour : février 2018"
"Séjour impeccable, mes filles ont pu s’amuser au parc à eau toute la journée. Je conseil la Pagode même si un peu éloigné est d’un très beau design et dépayse totalement. La restauration est accessible surtout depuis la nouvelle enseigne J’y retourne bientôtPlus","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"Center Parcs, c'est avant tout la piscine de l'Aqua Mondo, toujours appréciée (surtout par les enfants). Mais pas que... Le cottage loué devient vétuste et près d'un 1/4 de l'ensemble des cottages du Center ParcsPlus","Date du séjour : avril 2018"
"Séjour très agréable et reposant dans un cadre très orienté vers la nature. Activité sportives omni présentes (vélo, tennis, jogging, marche). Cette année, il n'y avait aucun véhicule circulant ou stationnant dans l'enceinte du parc. Un vrai progrès! Si seulement c'était un peu moins cher,...Plus","Date du séjour : avril 2018"
"parc vieillot, mal entretenu, gêné par des travaux du matin au soir, panne de 4G? aqua mundo trop petit et mal équipé et très vétuste.... bungalow un peu petit.. pourtant j'ai pris le haut de gamme ..pas de notice pour le four... heureusement le terrain...Plus","Date du séjour : avril 2018"
"Centre des Bois Francs à l'abandon. Je ne le conseille pas. Accueil très agréable Les cottages méritent un rafraichissement. Calme et reposant autour du lac Aire de jeux pour enfants mal entretenus (mégots notamment) Piscine et cottage vieillissants Autres activités et restaurant très chersPlus","Date du séjour : avril 2018"
"he bien je tenais a vozs ecrire mon avis cela fait 5 ans que je ne suis pas aller a centerparc et bien c fini...je n irai plus degradation des cottages tjs effet sale .dans la bulle l eau et tjs a peu pres propre...Plus","Date du séjour : avril 2018"
"Résultat vous avez des voisins qui mettent leur musique à fond toute la journée. Le parc est trop proche de la banlieue de Paris. La bulle n a pas beaucoup de toboggans. Les gens ne sont pas bien éduquésPlus","Date du séjour : avril 2018"
"Je suis allée 4j dans ce center parcs avec mes enfants. Je connais le center parcs les hauts de bruyère, le bois aux daims et le lac d’ailette et c’est de loin le plus médiocre. Nous avons séjourné dans l’hotel qui est très très vieillot,...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Nous avons passé un séjour d’une semaine dans le 1er center parcs de France!! Grosse déception !!! Le séjour nous a coûté plus de 1500€ pour un cottage « pagode rénover », hors il n’en était rien!!! Ce cottage premium était pas exceptionnellement propre. Une odeur à...Plus","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"Comme à chacun de nos nombreux séjours à Center Parcs, nous avons été très satisfaits. Après avoir testé 4 des 5 domaines français, la piscine enfants de celui-ci nous paraît vraiment être la plus adaptée aux bébés (6 mois). Notre fille de 5 ans a...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Prestations en deçà de ce que l'on est en droit d'attente par rapport au tarif payé. Logement vieillissant avec présence ininterrompue de fourmi. Mobilier de salon et de jardin hors d'âge Literie en mauvaise état Décoration des années 1990 Aquamundo sale et pas assez chauffé","Date du séjour : avril 2018"
"Des équipements ( cottage, piscine, arcade , bowling ) a l'abandon , des fourmis dans le cottage, de l'humidité dans le cottage , carrelage casse et pas mal d'insectes . Un scandale. Un bowling cher et détruit, piste ondulée et très abîmé. Il vende des...Plus","Date du séjour : avril 2018"
"Venant tout les ans en séjour ,je souhaiterais avoir des offres en tant que client régulier.Car nous apprécions ce lieu en famille .Nous reviendrons surement l année prochaine en espérant un peu plus de propreté au niveau de la piscine surtout du décor. cordialement.Plus","Date du séjour : avril 2018"
"Les cottages sont vétustes, extrêmement sales et remplis de fourmis et autres insectes rampants. C'est à vomir! Les vestiaires de l'aquamundo sont également très sales (l'entretien ne doit pas se faire souvent). Pour le prix qu'on paye, je trouve qu'il y a vraiment foutage de...Plus","Date du séjour : avril 2018"
"Nous avons loué 2 cottages pres du dome pour une cousinades. Celui pour 8 etait assez grand pour que nous mangions a 11. Mais plusieurs problemes : - 2 feux qui marches sur 4 - le lave vaisselle ne fonctionne pas - le sommier sont...Plus","Date du séjour : avril 2018"
"Super week-end en famille cottage super propre les services au top à refaire c était vraiment parfait. Le personnel est vraiment très gentil. Magnifique parc les activités sont très bien. Moment idéal pour se ressourcer à quelques kilomètres de chez soi","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"J'y va t'y , j'y va t'y pas ?? Comme disait la chanson ! Nous y sommes allés . Nous avons passés un superbe séjour dans un cottage vip très accueillant et très propre . Nous avions même un guide , un beau gros chat...Plus","Date du séjour : avril 2018"
"cottage tres sale a notre arriver , odeur désagréable évier bouché avec de l'eau croupi ,aliment dans les placard , radiateur remplie de poussière , marche pied plein de boue , une personne est venu intervenir 2 heures apres notre arriver ( en urgence !!)....Plus","Date du séjour : avril 2018"
"Nous avions le souvenir de super moments passé en famille dans notre jeunesse : en y retournant, quelques mauvaises surprises : chaudière qui fuit avec une bassine en dessous en guise de réparation (photo), le dôme vieillissant laisse voir des plaques au plafond complètement ravagée...Plus","Date du séjour : avril 2018"
"En route pour center parcs, on lit les avis et on culpabilise, fourmis saleté fuite, bref on y va quand même....et surprise notre cottage était bien, la piscine sympa c’etait relaxant d’etre dans la forêt au matin..on a vraiment profité et bien rigolé en famille...Plus","Date du séjour : janvier 2018"
"Super séjour. Mes ados ont adoré. Mon compte en banque, moins. Mais bon, c'est une fois de temps en temps. Je trouve certaines activités trop chère (Free Jump, Quad). Par contre Accrobranche, pas de souci, çà le vaut.Plus","Date du séjour : janvier 2018"
"Cottage confortable, grand avec 3 chambres, vue sur la forêt. Seul bémol, présence de fourmis.... Aquamundo sympa avec piscine à vagues, toboggans, rivière sauvage, jacuzzis. Activités sympas malgré un tarif un peu cher. Très bon accueil au spa","Date du séjour : janvier 2018"
"Nous avons passé un super séjour le spa deep hammam sauna...est super et vraiment relaxant le cottage était propre et fonctionnel et le personnel est sympa nous avons apprécié la ballade à cheval et les activités proposéesPlus","Date du séjour : janvier 2018"
"","Date du séjour : janvier 2018"
"Nous avions réservé une chambre d’hôtel et à notre arrivée la personne de l’accueil nous indique que nous sommes finalement dans un cottage étant donné que l’hôtel est fermé (suite problème technique). Il aurait été judicieux de nous en informer avant notre arrivée afin de...Plus","Date du séjour : avril 2018"
"Nous avions réserver l'hôtel pour 4 jours, au final nous avons eu un cottage ( ce qui est mieux au final ) petit soucis, cottage très sale, des fourmis de partout, nous avons appelé la technique qui nous a dis, d'attendre que quelqu'un arriver au...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"","Date du séjour : avril 2018"
"Piscine très sale.. Des branches et feuilles flottent dans l'eau.. Les jacuzzis sont plein de rouille.. Les bâtiments extérieurs auraient besoin d'un bon coup de peinture voir plus pour certains.. Nous sommes venus une journée.. Et c'était suffisant..Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Pour ce center parc là qui est déjà beaucoup moins chère que les autres il ne faut pas s’attendre à un grand luxe!! Encore une fois et je ne suis pas la seule le nettoyage est remis en question ! Arrivé dans le cottage Premium...Plus","Date du séjour : avril 2018"
"Cottage , vaisselles, poignées de portes, wc, baignoire à remous, tout était très sale, nous avons passé + de 2h à refaire le ménage c'était impossible de rester car nous avons des enfants en bas âges. Ne parlons même pas du lit pour bébé et...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : février 2018"
"N'y allait pas ou alors prévoyez des produits d'entretien des draps de rechange des serviettes et même de la vaisselle surtout n'oubliez pas que d'autres personnes ont dormi avant vous dans les lits et se sont servi de la salle de bain et des ustensiles...Plus","Date du séjour : février 2018"
"Bonjour, Il y a quelques mois nous nous sommes rendus au center parcs bois francs juste pour une nuit nous avons était très déçus, en arrivant vers 22h00 un mardi soir nous avons dû traverser un gros chemin boueux pour arriver à notre cottage, avec...Plus","Date du séjour : février 2018"
"une honte pour un centre de loisirs un service de renseignement téléphonique qui est payant qui n'écoute rien et qui est impoli la dame qui m'a répondu devrait changer de métier.... c'est dommage je n'irai plus à cause de cet appel qui je le rappelle...Plus","Date du séjour : février 2018"
"Parti pour un week-end entre frère et sœur, tous réunis sans les parents. Quoi de mieux qu’un endroit au calme avec de quoi s’éclater comme le bowling, la bulle,etc. Cottage au top pour partir à 8. Très confortable et très propre.Plus","Date du séjour : février 2018"
"En 2018, à l'heure où le WIFI est gratuit dans tous les espaces publics de France, sur Center Parcs, il est payant. Et nous ne parlons pas d'une somme dérisoire ... L'accès à la ferme était interdit ... ce qui apporte beaucoup au séjour quand...Plus","Date du séjour : décembre 2017"
"Je vous fait part de mon expérience récente lors d'un week end en Mars 2018 à Center Parcs les bois Francs. Nous avons réservé pour un week end en Mars 2018, 4 mois à l'avance, un cottage 8 personnes. Une semaine avant la date, une...Plus","Date du séjour : décembre 2017"
